domain,records
nginx-kaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
nginx.newvirus.kaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
nk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
nlhttpsvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
nn.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
node-scannervirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
node.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
nokiatest.kaspersky.com,"{'A': ['93.159.230.91'], 'AAAA': ['64:ff9b::5d9f:e65b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
noransom.kaspersky.com,"{'A': ['91.103.67.151'], 'AAAA': ['64:ff9b::5b67:4397'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['wp.geo.kaspersky.com.']}"
nostromo.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
not.existing.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
nov-antivirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
nov-comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
nov.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
novcomvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
nwckubeprodbs01.clusters.ksc.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
nwckubeprodeu01.clusters.ksc.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
nwckubeprodne01.clusters.ksc.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
nwckubeprodwe01.clusters.ksc.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
nwckubeprodwu01.clusters.ksc.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
oceania.httpsvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
oceania.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
ocsp.geo.kaspersky.com,"{'A': ['62.128.100.83', '212.8.233.173', '95.167.139.3'], 'AAAA': ['64:ff9b::5fa7:8b03', '64:ff9b::3e80:6453', '64:ff9b::d408:e9ad'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
ocsp.kaspersky.com,"{'A': ['62.128.100.83', '95.167.139.3', '212.8.233.173'], 'AAAA': ['64:ff9b::d408:e9ad', '64:ff9b::5fa7:8b03', '64:ff9b::3e80:6453'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['ocsp.geo.kaspersky.com.']}"
oct.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
octcomvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
odreceiver.eu.ks365.cloud.kaspersky.com,"{'A': ['101.46.143.99'], 'AAAA': ['64:ff9b::652e:8f63'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
odreceiver.us.ks365.cloud.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['pr-receiver-prod.northcentralus.cloudapp.azure.com.']}"
odreceiver.us.ks365.dev.cloud.kaspersky.com,"{'A': ['1.178.38.113'], 'AAAA': ['64:ff9b::1b2:2671'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
odreceiver.us.ks365.test.cloud.kaspersky.com,"{'A': ['101.46.36.196'], 'AAAA': ['64:ff9b::652e:24c4'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
onelink.kaspersky.com,"{'A': ['162.159.140.159', '172.66.0.157'], 'AAAA': ['64:ff9b::ac42:9d', '64:ff9b::a29f:8c9f'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['kaspersky.customlinks.appsflyer.com.']}"
onevoice.kaspersky.com,"{'A': ['77.74.176.156'], 'AAAA': ['64:ff9b::4d4a:b09c'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
oos.apac.kaspersky.com,"{'A': ['202.163.6.53'], 'AAAA': ['64:ff9b::caa3:635'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
opentip.ha.kaspersky.com,"{'A': ['93.159.230.121', '77.74.177.28', '185.85.12.12'], 'AAAA': ['64:ff9b::4d4a:b11c', '64:ff9b::5d9f:e679', '64:ff9b::b955:c0c'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
opentip.kaspersky.com,"{'A': ['93.159.230.121', '77.74.177.28', '185.85.12.12'], 'AAAA': ['64:ff9b::b955:c0c', '64:ff9b::5d9f:e679', '64:ff9b::4d4a:b11c'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['opentip.ha.kaspersky.com.']}"
orange.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
orange.my.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
orangesync.antitheft.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
order.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
origin-aktest.kaspersky.com,"{'A': ['93.159.228.19'], 'AAAA': ['64:ff9b::5d9f:e413'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite.geo.kaspersky.com.']}"
origin-scannervirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
osmp-aks-prod-bs.clusters.ksc.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
osmp-aks-prod-eu.clusters.ksc.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
osmp-aks-prod-ne.clusters.ksc.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
osmp-aks-prod-we.clusters.ksc.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
osmp-aks-prod-wu.clusters.ksc.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
osr.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
ouch.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
ovpn.kaspersky.com,"{'A': ['91.103.66.171'], 'AAAA': ['64:ff9b::5b67:42ab'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
owa.apac.kaspersky.com,"{'A': ['185.85.14.29'], 'AAAA': ['64:ff9b::b955:e1d'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
owa.cn.kaspersky.com,"{'A': ['119.254.74.52'], 'AAAA': ['64:ff9b::77fe:4a34'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
owa.de.kaspersky.com,"{'A': ['88.217.237.59'], 'AAAA': ['64:ff9b::58d9:ed3b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['owa2010.eu.kaspersky.com.']}"
owa.eu.kaspersky.com,"{'A': ['88.217.237.59'], 'AAAA': ['64:ff9b::58d9:ed3b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
owa.kaspersky.com,"{'A': ['185.85.14.29'], 'AAAA': ['64:ff9b::b955:e1d'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
owa.uk.kaspersky.com,"{'A': ['88.217.237.59'], 'AAAA': ['64:ff9b::58d9:ed3b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['owa2010.eu.kaspersky.com.']}"
owa.us.kaspersky.com,"{'A': ['77.74.176.133'], 'AAAA': ['64:ff9b::4d4a:b085'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
owa1.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
owa2.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
owa2010.eu.kaspersky.com,"{'A': ['88.217.237.59'], 'AAAA': ['64:ff9b::58d9:ed3b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['owa.eu.kaspersky.com.']}"
owa2016.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
owatest.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
ownloads1.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
p00.upd.kaspersky.com,"{'A': ['62.76.91.139'], 'AAAA': ['64:ff9b::3e4c:5b8b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p01.upd.kaspersky.com,"{'A': ['46.46.184.59'], 'AAAA': ['64:ff9b::2e2e:b83b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p02.upd.kaspersky.com,"{'A': ['46.46.184.59'], 'AAAA': ['64:ff9b::2e2e:b83b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p03.upd.kaspersky.com,"{'A': ['93.191.13.100'], 'AAAA': ['64:ff9b::5dbf:d64'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p04.upd.kaspersky.com,"{'A': ['93.191.13.100'], 'AAAA': ['64:ff9b::5dbf:d64'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p05.upd.kaspersky.com,"{'A': ['93.191.13.100'], 'AAAA': ['64:ff9b::5dbf:d64'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p06.upd.kaspersky.com,"{'A': ['93.191.13.100'], 'AAAA': ['64:ff9b::5dbf:d64'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p07.upd.kaspersky.com,"{'A': ['62.76.91.139'], 'AAAA': ['64:ff9b::3e4c:5b8b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p08.upd.kaspersky.com,"{'A': ['62.76.91.139'], 'AAAA': ['64:ff9b::3e4c:5b8b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p09.upd.kaspersky.com,"{'A': ['62.76.91.139'], 'AAAA': ['64:ff9b::3e4c:5b8b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p10.upd.kaspersky.com,"{'A': ['93.191.13.211'], 'AAAA': ['64:ff9b::5dbf:dd3'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p11.upd.kaspersky.com,"{'A': ['93.191.13.211'], 'AAAA': ['64:ff9b::5dbf:dd3'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p12.upd.kaspersky.com,"{'A': ['93.191.13.211'], 'AAAA': ['64:ff9b::5dbf:dd3'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p13.upd.kaspersky.com,"{'A': ['95.167.139.6'], 'AAAA': ['64:ff9b::5fa7:8b06'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p14.upd.kaspersky.com,"{'A': ['62.128.100.79'], 'AAAA': ['64:ff9b::3e80:644f'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p15.upd.kaspersky.com,"{'A': ['46.46.184.59'], 'AAAA': ['64:ff9b::2e2e:b83b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p16.upd.kaspersky.com,"{'A': ['62.128.100.79'], 'AAAA': ['64:ff9b::3e80:644f'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p17.upd.kaspersky.com,"{'A': ['212.8.233.167'], 'AAAA': ['64:ff9b::d408:e9a7'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p18.upd.kaspersky.com,"{'A': ['95.167.139.6'], 'AAAA': ['64:ff9b::5fa7:8b06'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
p19.upd.kaspersky.com,"{'A': ['62.76.91.139'], 'AAAA': ['64:ff9b::3e4c:5b8b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
pa2.pdc.kaspersky.com,"{'A': ['62.115.255.84'], 'AAAA': ['64:ff9b::3e73:ff54'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
page-newsvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
page-newvirus.kaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
page-virusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
pantheon.newvirus.kaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
pantheonkaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
partner.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': [], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
partnerconference.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': [], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
partners.kaspersky.com,"{'A': ['217.28.224.30'], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['partners.karma.geo.kaspersky.com.']}"
partnersearch.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': [], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
pass-newvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': [], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
passcard.kaspersky.com,"{'A': ['77.74.176.149'], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['russia.kaspersky.com.']}"
password.kaspersky.com,"{'A': ['89.169.165.81'], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['password-kaspersky-com.sm.kaspersky.com.']}"
pay-antivirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': [], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
pay.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': [], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
pay.newsvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
payment.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
payment.newsvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
pc.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
pckaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
pdc.geo.kaspersky.com,"{'A': ['62.115.255.84'], 'AAAA': ['64:ff9b::3e73:ff54'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
pdc.kaspersky.com,"{'A': ['62.115.255.84'], 'AAAA': ['64:ff9b::3e73:ff54'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['pdc.geo.kaspersky.com.']}"
pdc1-api.fra5.pdc.kaspersky.com,"{'A': ['93.159.227.75'], 'AAAA': ['64:ff9b::5d9f:e34b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
pdc1.fra5.pdc.kaspersky.com,"{'A': ['93.159.227.72'], 'AAAA': ['64:ff9b::5d9f:e348'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
pdc1.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
pdc2.fra5.pdc.kaspersky.com,"{'A': ['93.159.227.73'], 'AAAA': ['64:ff9b::5d9f:e349'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
pdc2.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
pdc3-api.trt.pdc.kaspersky.com,"{'A': ['4.59.181.148'], 'AAAA': ['64:ff9b::43b:b594'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
pdc3.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
pdc3.trt.pdc.kaspersky.com,"{'A': ['4.59.181.146'], 'AAAA': ['64:ff9b::43b:b592'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
pdc4-api.trt.pdc.kaspersky.com,"{'A': ['4.59.181.149'], 'AAAA': ['64:ff9b::43b:b595'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
pdc4.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
pdc4.trt.pdc.kaspersky.com,"{'A': ['4.59.181.147'], 'AAAA': ['64:ff9b::43b:b593'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
pdc5-api.pa2.pdc.kaspersky.com,"{'A': ['62.115.255.88'], 'AAAA': ['64:ff9b::3e73:ff58'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
pdc5.pa2.pdc.kaspersky.com,"{'A': ['62.115.255.86'], 'AAAA': ['64:ff9b::3e73:ff56'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
pdc6-api.pa2.pdc.kaspersky.com,"{'A': ['62.115.255.83'], 'AAAA': ['64:ff9b::3e73:ff53'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
pdc6.pa2.pdc.kaspersky.com,"{'A': ['62.115.255.87'], 'AAAA': ['64:ff9b::3e73:ff57'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
personoftheyear.kaspersky.com,"{'A': ['93.159.231.84'], 'AAAA': ['64:ff9b::5d9f:e754'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['portal3.kaspersky.com.']}"
phpnewvirus.kaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
pki.kaspersky.com,"{'A': ['77.74.178.23'], 'AAAA': ['64:ff9b::4d4a:b217'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite-support.geo.kaspersky.com.']}"
